,average_vector_score,bm25_score,miss_word_num,sentence_len,hit_num,hit_ratio,label
117,0.7919058720057425,2.438218464474338,0.0,3.0,1.0,0.3333333333333333,0.0
118,0.8646887720381218,8.201344610817252,0.0,2.0,1.0,0.5,1.0
119,0.6869203306953156,0.0,0.0,9.0,0.0,0.0,0.0
120,1.0,14.846368071502877,0.0,2.0,2.0,1.0,1.0
121,0.7501669792795888,0.0,0.0,2.0,0.0,0.0,0.0
122,1.0000000000000002,23.3673759997831,0.0,3.0,3.0,1.0,1.0
123,0.5943583393986662,0.0,2.0,15.0,0.0,0.0,0.0
124,0.9288377394010539,15.865118946403962,0.0,6.0,4.0,0.6666666666666666,1.0
125,0.8658263209052063,5.171708747845527,0.0,7.0,1.0,0.14285714285714285,0.0
126,0.9689154245995946,16.978436457807778,0.0,4.0,3.0,0.75,1.0
127,0.7547442334206368,3.9339225303058596,1.0,4.0,1.0,0.25,0.0
128,0.9656645316572053,30.427136042144458,0.0,6.0,5.0,0.8333333333333334,1.0
129,0.8034615579778334,4.645368576573971,0.0,3.0,1.0,0.3333333333333333,0.0
130,1.0000000000000002,19.02869628932212,0.0,4.0,4.0,1.0,1.0
131,0.9414537710604407,10.768388638552995,0.0,4.0,2.0,0.5,0.0
132,0.9762700644429321,14.049970677793663,0.0,4.0,3.0,0.75,1.0
133,0.8129120806292114,2.1772057648632983,0.0,4.0,1.0,0.25,0.0
134,0.8242344868299821,15.254644611399115,0.0,6.0,3.0,0.5,1.0
135,0.7516066560507577,0.0,1.0,4.0,0.0,0.0,0.0
136,0.9591742379674958,18.202258684141988,0.0,3.0,3.0,1.0,1.0
137,0.7622178308404715,0.0,0.0,5.0,0.0,0.0,0.0
138,1.0,22.87753897958977,0.0,3.0,3.0,1.0,1.0
139,0.614894959049261,0.0,0.0,7.0,0.0,0.0,0.0
140,1.0000000000000002,15.773267995132844,0.0,2.0,2.0,1.0,1.0
141,0.8108915716814336,4.5073485966952305,0.0,7.0,1.0,0.14285714285714285,0.0
142,0.9493232805183117,11.57987824175334,0.0,4.0,2.0,0.5,1.0
143,0.739424966418621,0.0,0.0,2.0,0.0,0.0,0.0
144,0.9999999999999998,17.55309540751154,0.0,3.0,3.0,1.0,1.0
145,0.8317791040124506,1.9935166668630204,0.0,5.0,1.0,0.2,0.0
146,0.970969320386771,13.482635881433861,0.0,3.0,3.0,1.0,1.0
147,0.9279463621630826,8.183216876666592,0.0,6.0,2.0,0.3333333333333333,0.0
148,0.7924473326949243,13.819728927559272,1.0,2.0,2.0,1.0,1.0
149,0.5290298521724236,0.0,1.0,9.0,0.0,0.0,0.0
150,0.8386212995972668,10.849958900816347,0.0,12.0,3.0,0.25,1.0
151,0.6607980719749977,0.0,0.0,6.0,0.0,0.0,0.0
152,0.8405498777070096,16.392955029473967,1.0,9.0,4.0,0.4444444444444444,1.0
153,0.7689644869979311,6.162469783412874,2.0,13.0,2.0,0.15384615384615385,0.0
154,0.9677825488272084,23.06683971686865,0.0,6.0,5.0,0.8333333333333334,1.0
155,0.875098095655043,2.382333450588636,0.0,8.0,1.0,0.125,0.0
156,0.9647829195204248,9.655188831589761,0.0,5.0,3.0,0.6,1.0
157,0.8530521734092545,4.333197407994308,0.0,3.0,1.0,0.3333333333333333,0.0
158,0.9111745993424761,16.16817740306804,1.0,3.0,2.0,0.6666666666666666,1.0
159,0.5256005291051139,0.0,0.0,5.0,0.0,0.0,0.0
